Price,Volume,Market Cap
2313833.4472402805,905531611851.8146,45120459162638.54
2283384.959687888,1113249846964.7783,44513696556932.71
2323460.323286724,1148340383236.9314,45304986384916.34
2325493.331014359,600643295352.4564,45351906284217.51
2323182.119472775,593644349647.4257,45302187607313.414
2296783.8865847434,635922159289.8207,44804260112823.586
2280419.467850733,845136274123.2214,44555722411225.87
2233760.1145079993,1215688919876.0688,43577660846610.484
2225509.447377109,904856594535.8475,43401900653482.64
2235317.7191028283,1194596403175.9072,43609803819423.19
2237153.8123371834,461631915401.23865,43636751706145.87
2261146.1847369107,550068440379.9185,44110062446967.54
2372300.4576478037,1896355384894.2966,46205267366371.47
2365335.9694330087,865909557832.6812,46209422748237.22
2358227.5471689864,1120583806595.483,46073028582883.47
2386926.182038966,930467425077.9149,46494702347485.305
2470715.667578222,1961544799730.276,48247857525182.61
2490919.5056957398,620438007599.8407,48596082593662.914
2496413.153401455,942228656287.736,48560965436027.195
2736083.1103281155,2952423597556.4937,53266783236824.086
2809839.9689812474,3857342632387.025,54847078039111.86
2867619.516305341,1983215513269.3376,56067116127883.8
2845981.821843834,1475066574589.425,55572899336166.04
2827745.390897204,1180245641653.5913,55231760915700.07
2843889.6528406786,703350437970.3081,55546490324759.664
2882402.6302779624,864065216835.7192,56244139284066.15
2873629.950202318,1422306468951.4263,56101032921892.23
2887430.169591752,1367349913410.2788,56322367007911.305
2952389.8034749026,1552263786488.6675,57665143862568.63
2909322.1764094764,1723580420860.7961,56776845660756.82
2888217.9825656037,1434825053902.7747,56379502492889.516
2914581.504653316,831704210044.8292,56995762274251.055
2915734.9181537614,1064174695367.2739,56934985903634.13
2915408.656393422,1058376361025.7307,56894911761772.4
2949473.4255174035,1546677400337.2407,57568689145002.12
2978825.839490866,1224742032940.234,58185588626357.96
3063620.197912316,3182149454213.6123,59738870041392.22
3110561.2123282515,1928433478104.7163,60868166924015.99
3092109.355608493,1002304466964.5712,59998834992017.04
3087775.262547459,735649324604.6718,60394613897478.836
3040811.2265809127,1500979515729.5671,59425173036012.805
2951079.9221700868,1853987051351.858,57688348702817.0
3153086.39652811,2369139118670.95,61492963330817.586
3009966.006708437,999677160470.8934,58823974662018.39
3042461.182329538,1889383763558.0564,59524614026611.84
3047009.5964196203,739451430279.2822,59563403790042.94
3116295.605310324,1049404654274.3473,61013388344593.26
3123700.4972828673,1333599668468.951,61048156320919.11
2997565.328085264,1574529364447.8374,58567654029037.28
3122078.0154407155,2103772662758.2585,61021812065848.12
3108183.872879769,996467870576.108,60742675690218.03
3144243.624680418,1915985729163.8704,61454794402703.484
3150152.467956248,625315595285.1172,61614982085531.41
3123790.0766631598,852281515176.0962,61104369114614.38
3105351.36568598,1498826110238.4666,60691357734770.87
3152035.4963610363,1643925855087.4111,61604217855310.15
3150692.7606126964,1746951483785.176,61704559712363.18
3143402.323342496,1380894049612.8953,61485646768415.26
3220822.6876222533,2037158078557.4697,62958253287348.23
3286874.3922204063,1239803507237.2842,64255738999785.93
3326108.3498800467,1174268020982.6997,65160413388777.125
3502084.84406011,3360217332118.6006,68459682807681.95
3674715.7663348312,3144389303211.5845,71910168015961.95
3648994.6708164774,2525532794777.331,71419249787267.06
3606757.017333664,2309922528167.769,70705630244696.89
3687803.1561784274,2062954088528.1404,72020649888243.31
3649701.839042509,1424508911461.6995,71383950476239.88
3651004.8544628094,989986380313.1803,71437585193105.12
3433830.1297089434,3311613589682.7803,67190001096333.94
3456604.3883198216,2078035621468.0537,67723162566696.31
3575556.6717009465,2190499395931.4194,69969238624985.58
3582628.292673839,1914087406110.2588,70087277507577.44
3487094.5433333325,1422902605598.7014,68250692015932.13
3508274.673973795,1123127090014.2178,68571576073256.945
3438832.1905636364,1373216077830.817,67308265669919.625
3547522.7913564327,2200199433351.647,69385788799919.08
3510647.7523598806,1944558962803.7366,68757121231900.15
3633302.2088599433,2359353931037.8403,71124877838386.02
3651327.1256976645,1827644402889.3687,71470920617101.34
3667059.008887695,1736201309597.4055,71820208176831.36
3646042.679760295,822679964018.2261,71404978214958.55
3579326.130744974,1523219008322.3308,70283176883765.39
3629501.208844804,1559044963653.2415,71072947881777.48
3536646.0679948647,1703401247947.4268,69247526770607.07
3615390.4234153596,1935555726215.122,70710578157187.55
3531210.5316329505,1685718925909.825,69302965073208.695
3501412.9510954972,2066526047518.001,68483700226206.57
3513554.949167039,1225584171405.781,68789546077673.336
3513053.119048727,1180533415747.48,68882098474316.74
3675993.658460458,1411433914976.773,71891243584206.81
3746155.1298277155,3254541354342.6694,73133188196711.14
3566811.0506121665,3593848827023.731,69818358534855.21
3678976.6122380937,2174633132501.223,72118112296297.8
3669809.858122433,2442841507200.4653,71850269161679.69
3656700.891239857,985058918160.5669,71643984892772.84
3649972.1195282536,1259636468160.7952,71273708425603.33
3898137.1836109567,3390301415193.643,76367048693714.9
3832595.4967523124,3315716723331.815,75021367138071.19
3870726.950829095,4318768059877.7344,75972341105060.3
3847728.9004941974,4087308564365.477,75587812147996.64
3555025.2940429575,3805269172361.696,69484764378276.164
3551258.0012588673,1609912417407.5356,69552330071324.53
3464233.87340641,1406295001859.255,68198060255003.945
3528946.3666481916,1875581813507.907,69210039766463.08
3585134.5346270963,1829883908315.1177,70274454673932.35
3553209.7411784106,1771791316286.5688,69653600291485.41
3431468.372315595,2092445576433.9878,67266650680186.85
3457967.9725243035,2028839758498.3364,67764792299515.28
3460059.8443379556,792445966904.0475,67929049235631.16
3453227.429396281,667728953193.6798,67723834480408.83
3283306.971830335,2593323152835.269,64417137380820.38
3315005.616484964,2470295390203.916,64840760425522.48
3334648.2089162706,1846448946243.7847,65401071129218.664
3321010.2585941935,1112338756257.9563,65124241144687.875
3479550.923229417,1885242624511.0132,68238789037636.95
3500885.1492105974,888882197185.2035,68676376989850.49
3493185.5398336356,1136221822351.842,68509587645445.586
3598444.2267744266,1719923691511.7776,70627413490885.08
3564707.6639605984,2038382856775.953,69752762577766.36
3538019.5078733726,1844310551887.0146,69410770016798.83
3571623.1724549322,1861206358092.181,70036261117082.586
3583205.6727384045,1545875381920.7104,70265449619894.63
3567119.2368982737,645732393750.1403,69942288275669.16
3535690.2204077034,933802652728.5563,69338446540460.91
3541760.126227473,1551477942019.7368,69478382938641.72
3579351.8355110106,1423101242913.6895,70226990593144.875
3671758.937344246,1759300933415.6238,72084534961976.14
3762140.454805541,2299325133987.6924,73890563160015.81
3913584.0596605907,3486117032680.262,76833622423908.25
3965530.720843582,1366518896106.977,77885323384585.67
4000353.309887421,1095503090393.4504,78494748793108.0
4154433.518539029,3128013542669.738,81482574377102.88
4131759.070338846,3101475554797.424,80968890473584.94
4300828.896582899,3471633427064.1084,84504623592190.9
4312879.104013065,2655538201616.642,84727644669667.11
4330560.027720873,2062941226964.7039,85008243760156.58
4290554.040489695,1647990277447.297,84324123236238.02
4328228.691037499,1413387885262.832,84972065088418.31
4297548.338913308,1872558856286.3872,84361743797363.2
4331116.323869287,2857736904642.5933,85025035465384.86
4299768.258471679,2539933672020.884,84508883610810.11
4252977.275627795,1966867355306.6135,83478207081601.83
4213807.941242749,1876255043620.5054,82810630466235.1
4272821.184098041,1287013805257.1626,83916807160117.56
4289363.102050933,1280968398328.9253,84254898303426.95
4513218.937011307,2933353490836.2153,88748628427743.08
4728354.244396789,4311975652852.172,92871033563152.47
5186872.542201069,7231511228261.11,101589855152099.95
5082764.960442261,5612985767574.814,100049162429851.12
5171819.310605615,3040394217915.955,101711510163391.83
5142096.216841966,2087580042438.7764,101021456110242.97
5223728.090907747,2245833090971.47,102424116963782.03
5653405.272532586,6181137827920.064,110595231240344.6
5329276.421784774,7991134189262.645,104848064301117.47
5478181.685136564,6058414952959.328,107487127021179.77
5545613.544546649,4046983477423.877,108962586993476.95
5653247.364025813,5242078786907.433,110968528928338.66
5669198.047683762,1767565797160.685,111386913885105.11
5716407.652507218,3033870294025.065,112331838118203.5
5970858.116577678,5517440120558.511,117361071254698.16
5920008.473587668,5351109196367.927,116275396642625.8
6054099.313425905,4299005708671.337,118983895220293.9
5923352.82161005,5231121980306.832,116470649914745.56
5760680.015727794,6731047135127.232,113366308249071.05
5412089.642729695,4083619380899.1733,106298683367194.5
5671751.364921157,3911638767351.1763,111445733822375.16
5613535.096057482,4236691036065.1567,110411547520311.27
5159164.509195662,6657686257178.489,101624502962023.75
5637083.423700595,5887917014583.263,110764238002756.62
5453855.105570338,4027284565227.917,107132142780911.1
5308965.006885394,3547438411666.945,104272145790974.31
5373897.177070045,2130801426840.6182,105722999475629.03
5627409.894255626,2349107832633.1616,110645122854730.5
5834142.600449474,3738805044855.7354,114431985690206.12
5841034.533153212,3021890495971.516,114661001016658.69
5788188.664418323,3454539797096.3022,113405225030598.81
5896830.7794722775,2539799058444.152,115990676513290.03
5830084.304104898,2150118754997.6416,114622647309624.34
5812011.239363555,1368220724918.09,114255810802475.02
5940324.082924508,1644435939361.3916,116841395296694.88
5821050.155044124,3006210284956.888,114591405459157.97
5454527.524035743,3764227847109.1826,107385433062617.73
5519930.575654953,2968493346878.998,108661545149697.11
5721767.7712651165,3131833801999.656,112566483027012.88
5662418.647299642,2926459814434.184,111405873476117.3
5747551.552134429,1592593062295.898,113163139394598.78
5780980.151630542,1493972569023.5361,113889753114396.8
5964135.98935204,2757227479656.87,117435815097217.75
5755677.092180942,3036726989184.2974,113337188649912.61
5882939.6422676,3201227573026.5054,115754031888596.02
5843358.9774024375,2510367548383.1304,114966040694520.7
5623040.167203063,3634748968866.0293,110504811376705.36
5384975.242918627,4114889875897.8403,106187226580256.77
5497669.527429463,3368945265886.5503,108133437529074.36
5296848.396595004,3573783477547.456,104216355415878.86
5330981.4177867295,3526951004708.3735,104883931944693.94
5126846.876521729,3437746108698.164,100915768380426.3
5301913.802110189,2999409198397.325,104395280260761.23
5334773.391520164,4354251520301.6045,105322505781557.25
5410273.6440438,1384101257077.8516,106542438787020.25
5414759.289707854,1633699619406.5417,106713791414367.69
5573187.931534039,2313647963030.911,109809295475099.12
5530606.279362729,1934862491585.2822,108839081156142.47
5355350.926530348,2577711295080.6655,105468763058345.3
5372747.1032699,2058356793555.5286,105758186992265.39
5321270.641816804,1943448660343.718,104715056858031.88
5297494.162459786,1600533331082.0237,104210969475601.72
5256898.008810919,1349477607124.5244,103479590741884.0
5324002.428685642,2273463740400.826,104911625407898.56
5072498.178914691,3300961118290.777,100012494290687.11
4862404.657178865,4262861570384.7485,96057547444057.97
4932113.074010947,2356624004099.3794,97140718693566.94
5239556.798410294,2800879813755.4355,103376192888240.62
5321362.043756273,1710179135921.0317,104854735747403.38
5337171.164015091,1510491362532.7522,105031381522863.03
5276080.039089127,1496467886377.1106,103932100857012.31
5205421.995455222,1663144092434.8623,102613403642321.55
5108895.864157948,1694507961564.2979,100477892551540.05
5269904.621538106,2156221080829.798,103557022525380.53
5087006.533900588,2004076833832.5654,100205326601852.25
5077712.4143583635,1012637096839.5753,100013940634751.05
5138671.778223348,1089916457674.2009,101197459805576.19
5250726.69119159,2316482071389.151,103464501339480.3
5142557.208489794,1802626756666.0715,101318544026415.14
5522030.088777471,3177251599624.2637,109036553287161.8
5448340.639648883,2430647298663.1616,107398044909465.9
5585562.047200267,2115650202238.8184,109893283808824.39
5573857.932489517,1085030287416.121,109950771916728.56
5518894.752282835,755764789258.3376,108684630570807.14
5950767.755353828,2992739431723.551,117156129836544.28
5847939.730099634,3424710866896.7847,115164341669619.92
5761156.996613705,2586516433769.488,113455742424432.97
5655702.283365527,3267810346853.41,111299895224451.62
5692839.923811158,2336227734984.0635,112192799374348.89
5753350.643663524,1323075814177.4937,113291959259229.17
5689826.064691991,933820433634.8423,112066945609897.5
5767590.603029667,1578422732368.299,113654681681356.84
5684405.44749939,2602550987881.781,112125725723961.77
5633683.490668645,2027532197125.535,111022071584968.89
5696874.735490104,2111722629151.2034,112162586634581.31
5631517.21935621,1642952366945.5728,111137005659395.0
5650660.766941999,895038627360.9353,111307528207786.34
5652974.995588266,1346678721667.0847,111484798163711.22
5717531.997400666,2481366865603.091,112635716326702.06
5904247.37567122,2639436815242.826,116256229500327.16
5935197.7829925595,2714806785657.2896,116759715377769.22
5906242.468542173,1970946925901.2761,116433074022812.77
5790535.800652355,1553392008203.2441,114128456432202.31
5789678.959099329,892761182930.2129,114103295928313.61
5818062.220312272,873788507045.6951,114646665907069.19
5804324.260974167,1615002284866.2808,114380036476915.53
5628485.1182986135,3219557794435.0884,110988765564845.55
5694178.80792292,3006965686544.45,112360858421268.14
5570966.818513539,2476836559702.875,110045482766605.23
5515327.945659872,2336685600015.125,108779891235135.64
5530317.82497104,1125667160472.2935,108982161585385.0
5565865.2797479285,1056944412489.0007,109774820583343.64
5550495.876920124,2456178515644.1904,109326580751278.56
5428166.831358061,3450433929183.6455,106903652242240.2
5414532.845696652,1808598792340.8105,106668939895548.25
5422917.842847747,2174492796829.6633,106988456365011.67
5354170.976073101,2063589934190.2554,105564723729335.3
5368233.295187002,529855340319.6609,105821883403199.23
5282950.418549813,898155066034.4978,104302093888346.7
5037773.737436027,3508271936401.257,99235912513801.22
5152823.066108792,1760603843026.3462,101611399789882.8
5077522.433067422,1914713237590.1738,100146923909999.2
5132063.812060148,1752626337955.4824,101181132478992.83
